,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,run1,run2,run3,run4,Total Runtime,strcol
96802,64,64,32,8,8,8,8,8,2,4,0,0,1,0,166.94,167.05,166.76,166.98,667.73,yalb
96812,64,64,32,8,8,8,8,8,2,4,1,1,0,0,302.85,302.81,302.55,303.11,1211.3200000000002,ysea
96816,64,64,32,8,8,8,8,8,2,8,0,0,0,0,261.75,262.0,261.8,262.14,1047.69,pjak
96822,64,64,32,8,8,8,8,8,2,8,0,1,1,0,144.56,144.19,143.88,144.0,576.63,nlya
96828,64,64,32,8,8,8,8,8,2,8,1,1,0,0,262.72,262.59,262.63,262.23,1050.17,hzau
96834,64,64,32,8,8,8,8,8,4,1,0,0,1,0,182.97,182.18,182.22,182.59,729.96,ngat
96842,64,64,32,8,8,8,8,8,4,1,1,0,1,0,180.75,180.02,181.04,180.69,722.5,achn
96869,64,64,32,8,8,8,8,8,4,4,0,1,0,1,171.92,171.87,171.23,171.44,686.46,gzta
96872,64,64,32,8,8,8,8,8,4,4,1,0,0,0,303.56,303.2,303.24,302.96,1212.96,byna
96874,64,64,32,8,8,8,8,8,4,4,1,0,1,0,158.02,157.9,157.81,157.66,631.39,aqvo
96887,64,64,32,8,8,8,8,8,4,8,0,1,1,1,189.59,189.53,189.05,189.82,757.99,ajho
96896,64,64,32,8,8,8,8,8,8,1,0,0,0,0,241.1,241.66,241.2,241.25,965.21,swba
96903,64,64,32,8,8,8,8,8,8,1,0,1,1,1,212.84,214.29,212.93,218.63,858.6899999999999,aglk
96929,64,64,32,8,8,8,8,8,8,4,0,0,0,1,179.03,178.41,179.44,178.88,715.76,fpai
96934,64,64,32,8,8,8,8,8,8,4,0,1,1,0,183.82,183.03,182.76,183.38,732.99,aupu
96941,64,64,32,8,8,8,8,8,8,4,1,1,0,1,189.38,189.83,189.26,189.19,757.6600000000001,fhna
96946,64,64,32,8,8,8,8,8,8,8,0,0,1,0,170.18,169.54,170.21,169.35,679.2800000000001,awup
96947,64,64,32,8,8,8,8,8,8,8,0,0,1,1,250.4,251.6,251.64,251.06,1004.7,aqsp
96950,64,64,32,8,8,8,8,8,8,8,0,1,1,0,186.69,189.61,189.32,189.23,754.85,apim
96954,64,64,32,8,8,8,8,8,8,8,1,0,1,0,170.54,169.75,169.93,169.54,679.76,azlx
96959,64,64,32,8,8,8,8,8,8,8,1,1,1,1,252.46,249.32,251.55,250.52,1003.8499999999999,czag
96960,64,64,32,8,8,8,16,2,1,1,0,0,0,0,253.27,251.0,251.38,251.32,1006.97,alld
96965,64,64,32,8,8,8,16,2,1,1,0,1,0,1,171.24,171.24,171.17,171.72,685.37,gbaf
96966,64,64,32,8,8,8,16,2,1,1,0,1,1,0,189.73,191.02,190.26,190.36,761.37,gawf
96967,64,64,32,8,8,8,16,2,1,1,0,1,1,1,148.48,150.77,148.68,145.8,593.73,okha
96974,64,64,32,8,8,8,16,2,1,1,1,1,1,0,179.29,179.39,179.17,178.98,716.8299999999999,jaej
96985,64,64,32,8,8,8,16,2,1,2,1,0,0,1,168.87,169.33,168.93,169.24,676.3700000000001,giea
96988,64,64,32,8,8,8,16,2,1,2,1,1,0,0,267.2,265.65,265.56,265.26,1063.6699999999998,zina
96991,64,64,32,8,8,8,16,2,1,2,1,1,1,1,251.72,251.45,252.21,251.98,1007.36,aarj
96993,64,64,32,8,8,8,16,2,1,4,0,0,0,1,181.75,181.73,181.59,181.27,726.34,apop
96996,64,64,32,8,8,8,16,2,1,4,0,1,0,0,262.84,261.34,262.08,261.5,1047.76,jaee
97004,64,64,32,8,8,8,16,2,1,4,1,1,0,0,278.29,277.31,277.36,277.76,1110.72,abns
97011,64,64,32,8,8,8,16,2,2,1,0,0,1,1,305.72,307.45,307.08,307.74,1227.99,blao
97032,64,64,32,8,8,8,16,2,2,2,1,0,0,0,302.61,301.28,300.67,300.88,1205.44,rjea
97067,64,64,32,8,8,8,16,2,4,1,1,0,1,1,192.48,193.96,194.31,191.88,772.63,ahsz
97073,64,64,32,8,8,8,16,2,4,2,0,0,0,1,212.41,206.84,207.01,207.01,833.27,napk
97087,64,64,32,8,8,8,16,2,4,2,1,1,1,1,216.48,214.31,214.63,216.99,862.41,xawj
97092,64,64,32,8,8,8,16,2,4,4,0,1,0,0,337.63,337.81,337.75,337.37,1350.56,fdax
97093,64,64,32,8,8,8,16,2,4,4,0,1,0,1,202.25,203.25,203.5,203.55,812.55,xzga
97108,64,64,32,8,8,8,16,2,8,1,0,1,0,0,322.79,322.88,323.78,322.74,1292.19,odaa
97116,64,64,32,8,8,8,16,2,8,1,1,1,0,0,323.63,322.47,322.59,322.72,1291.41,ihoa
97119,64,64,32,8,8,8,16,2,8,1,1,1,1,1,227.32,226.94,227.61,226.54,908.41,xaiy
97123,64,64,32,8,8,8,16,2,8,2,0,0,1,1,248.03,245.28,246.76,248.53,988.5999999999999,awss
97124,64,64,32,8,8,8,16,2,8,2,0,1,0,0,338.34,340.01,339.99,340.78,1359.12,usua
97142,64,64,32,8,8,8,16,2,8,4,0,1,1,0,234.81,238.48,237.8,238.23,949.3199999999999,vapf
97146,64,64,32,8,8,8,16,2,8,4,1,0,1,0,235.15,239.71,240.34,239.82,955.02,cgha
97153,64,64,32,8,8,8,16,8,1,1,0,0,0,1,199.46,201.01,199.27,199.39,799.13,yayz
97157,64,64,32,8,8,8,16,8,1,1,0,1,0,1,180.09,179.9,180.07,180.08,720.14,uahz
97166,64,64,32,8,8,8,16,8,1,1,1,1,1,0,212.23,212.58,212.56,213.13,850.5,ajod
97168,64,64,32,8,8,8,16,8,1,2,0,0,0,0,259.72,260.03,260.12,259.93,1039.8,apjk
97169,64,64,32,8,8,8,16,8,1,2,0,0,0,1,195.14,197.18,195.26,194.91,782.4899999999999,xzau
97177,64,64,32,8,8,8,16,8,1,2,1,0,0,1,197.7,199.04,197.66,198.47,792.87,bacp
97193,64,64,32,8,8,8,16,8,1,4,1,0,0,1,212.42,212.28,212.09,214.65,851.4399999999999,bsta
97199,64,64,32,8,8,8,16,8,1,4,1,1,1,1,208.72,208.71,209.05,207.05,833.53,uajz
97213,64,64,32,8,8,8,16,8,2,1,1,1,0,1,180.9,180.56,180.36,181.61,723.4300000000001,salv
97228,64,64,32,8,8,8,16,8,2,2,1,1,0,0,292.11,291.85,292.25,292.5,1168.71,samd
97229,64,64,32,8,8,8,16,8,2,2,1,1,0,1,183.23,183.41,183.44,183.48,733.56,apcy
97241,64,64,32,8,8,8,16,8,2,4,1,0,0,1,175.12,175.09,175.98,175.21,701.4000000000001,rnar
97254,64,64,32,8,8,8,16,8,4,1,0,1,1,0,185.93,186.09,186.11,186.03,744.16,jjxa
97263,64,64,32,8,8,8,16,8,4,1,1,1,1,1,197.18,197.71,197.85,194.1,786.84,tadz
97273,64,64,32,8,8,8,16,8,4,2,1,0,0,1,169.01,168.77,168.81,168.3,674.89,uiap
97274,64,64,32,8,8,8,16,8,4,2,1,0,1,0,189.77,187.5,188.34,188.6,754.21,wkav
97284,64,64,32,8,8,8,16,8,4,4,0,1,0,0,305.74,305.54,305.58,305.42,1222.28,armc
97285,64,64,32,8,8,8,16,8,4,4,0,1,0,1,171.58,170.53,171.6,171.27,684.98,acqi
97286,64,64,32,8,8,8,16,8,4,4,0,1,1,0,160.54,160.65,159.91,160.34,641.44,accv
97293,64,64,32,8,8,8,16,8,4,4,1,1,0,1,173.93,173.01,173.25,174.37,694.5600000000001,csxa
97297,64,64,32,8,8,8,16,8,8,1,0,0,0,1,165.14,164.79,165.75,164.88,660.56,nanv
97299,64,64,32,8,8,8,16,8,8,1,0,0,1,1,210.97,210.87,206.03,209.77,837.64,luaz
97300,64,64,32,8,8,8,16,8,8,1,0,1,0,0,252.71,253.34,253.16,252.86,1012.07,lpap
97306,64,64,32,8,8,8,16,8,8,1,1,0,1,0,180.0,178.19,177.68,177.9,713.77,akbd
97317,64,64,32,8,8,8,16,8,8,2,0,1,0,1,172.42,171.49,171.8,171.95,687.6600000000001,raug
97337,64,64,32,8,8,8,16,8,8,4,1,0,0,1,183.88,183.72,183.4,184.14,735.14,ryga
97339,64,64,32,8,8,8,16,8,8,4,1,0,1,1,241.75,238.65,240.91,243.14,964.4499999999999,altz
97342,64,64,32,8,8,8,16,8,8,4,1,1,1,0,183.14,183.06,182.88,183.82,732.8999999999999,nauv
97348,64,64,32,8,8,8,32,2,1,1,0,1,0,0,267.05,266.07,265.96,266.15,1065.23,aiiy
97356,64,64,32,8,8,8,32,2,1,1,1,1,0,0,277.26,274.68,274.52,274.7,1101.16,ghya
97366,64,64,32,8,8,8,32,2,1,2,0,1,1,0,214.96,216.1,214.79,215.51,861.36,jagp
97378,64,64,32,8,8,8,32,2,2,1,0,0,1,0,245.09,243.51,243.26,243.63,975.49,xasj
97381,64,64,32,8,8,8,32,2,2,1,0,1,0,1,215.34,213.77,214.01,212.52,855.64,amsb
97384,64,64,32,8,8,8,32,2,2,1,1,0,0,0,314.66,313.98,313.45,313.73,1255.8200000000002,nawp
97391,64,64,32,8,8,8,32,2,2,1,1,1,1,1,195.58,196.07,195.35,193.6,780.6,fyai
97402,64,64,32,8,8,8,32,2,2,2,1,0,1,0,248.8,248.04,248.76,248.76,994.36,afjl
97410,64,64,32,8,8,8,32,2,4,1,0,0,1,0,251.79,250.69,250.99,251.05,1004.52,safd
97418,64,64,32,8,8,8,32,2,4,1,1,0,1,0,254.41,254.4,254.11,254.23,1017.1500000000001,nlay
97419,64,64,32,8,8,8,32,2,4,1,1,0,1,1,189.96,188.93,190.44,191.07,760.3999999999999,fxwa
97421,64,64,32,8,8,8,32,2,4,1,1,1,0,1,243.46,242.88,241.45,241.77,969.56,nalz
97433,64,64,32,8,8,8,32,2,4,2,1,0,0,1,207.55,205.5,205.18,205.31,823.54,loaq
97448,64,64,32,8,8,8,32,2,8,1,1,0,0,0,306.54,305.77,306.03,305.28,1223.62,ayuf
97457,64,64,32,8,8,8,32,2,8,2,0,0,0,1,191.54,194.0,193.72,192.93,772.19,bvan
97468,64,64,32,8,8,8,32,2,8,2,1,1,0,0,338.21,340.31,341.33,340.57,1360.4199999999998,afzd
97470,64,64,32,8,8,8,32,2,8,2,1,1,1,0,244.04,240.22,240.87,240.07,965.2,atfh
97472,64,64,32,8,8,8,32,8,1,1,0,0,0,0,249.71,250.4,249.5,249.9,999.51,anhz
97480,64,64,32,8,8,8,32,8,1,1,1,0,0,0,261.37,261.55,262.58,261.42,1046.92,vabo
97488,64,64,32,8,8,8,32,8,1,2,0,0,0,0,259.86,260.08,260.17,259.88,1039.9900000000002,znua
97491,64,64,32,8,8,8,32,8,1,2,0,0,1,1,220.87,213.24,217.13,216.93,868.1700000000001,lcar
97500,64,64,32,8,8,8,32,8,1,2,1,1,0,0,282.4,282.07,283.04,284.2,1131.71,wcza
97508,64,64,32,8,8,8,32,8,2,1,0,1,0,0,280.78,280.32,280.48,280.67,1122.25,dzaq
97509,64,64,32,8,8,8,32,8,2,1,0,1,0,1,174.08,172.91,173.83,172.92,693.74,aksv
97517,64,64,32,8,8,8,32,8,2,1,1,1,0,1,179.52,179.37,178.51,178.74,716.14,galu
97528,64,64,32,8,8,8,32,8,2,2,1,0,0,0,289.65,289.85,289.31,289.72,1158.53,thah
97534,64,64,32,8,8,8,32,8,2,2,1,1,1,0,187.19,186.95,186.01,185.77,745.92,aarn
97537,64,64,32,8,8,8,32,8,4,1,0,0,0,1,164.84,164.92,165.11,165.5,660.37,fbfa
97544,64,64,32,8,8,8,32,8,4,1,1,0,0,0,267.05,267.18,266.94,267.35,1068.52,uaxs
97547,64,64,32,8,8,8,32,8,4,1,1,0,1,1,202.66,205.17,200.26,203.47,811.56,hall
97553,64,64,32,8,8,8,32,8,4,2,0,0,0,1,165.83,166.27,166.4,165.84,664.34,ziaf
97559,64,64,32,8,8,8,32,8,4,2,0,1,1,1,210.0,210.98,210.66,210.25,841.89,ldza
97566,64,64,32,8,8,8,32,8,4,2,1,1,1,0,182.84,182.73,182.87,183.46,731.9000000000001,okag
97568,64,64,32,8,8,8,32,8,8,1,0,0,0,0,241.37,241.45,241.55,241.16,965.53,rrva
97574,64,64,32,8,8,8,32,8,8,1,0,1,1,0,178.01,178.16,178.34,178.72,713.23,nlax
97575,64,64,32,8,8,8,32,8,8,1,0,1,1,1,198.32,197.13,197.26,197.74,790.45,ahqq
97580,64,64,32,8,8,8,32,8,8,1,1,1,0,0,252.24,253.13,252.54,252.48,1010.39,azpv
97581,64,64,32,8,8,8,32,8,8,1,1,1,0,1,164.16,163.88,163.88,165.2,657.1199999999999,dakq
97584,64,64,32,8,8,8,32,8,8,2,0,0,0,0,257.18,257.42,257.66,257.57,1029.83,sayk
97586,64,64,32,8,8,8,32,8,8,2,0,0,1,0,196.32,196.35,196.21,195.48,784.36,napa
97587,64,64,32,8,8,8,32,8,8,2,0,0,1,1,240.85,238.16,238.44,238.43,955.8800000000001,ysya
97602,64,64,32,8,8,16,8,2,1,1,0,0,1,0,182.41,182.73,182.7,182.59,730.43,scay
97603,64,64,32,8,8,16,8,2,1,1,0,0,1,1,239.78,239.79,238.48,239.28,957.3299999999999,rcza
97604,64,64,32,8,8,16,8,2,1,1,0,1,0,0,268.26,265.94,266.15,265.79,1066.14,fuat
97606,64,64,32,8,8,16,8,2,1,1,0,1,1,0,181.1,181.79,180.77,180.81,724.47,ixca
97613,64,64,32,8,8,16,8,2,1,1,1,1,0,1,179.82,180.1,180.0,179.93,719.8499999999999,dazn
97619,64,64,32,8,8,16,8,2,1,2,0,0,1,1,209.75,208.58,209.59,210.31,838.23,airu
97624,64,64,32,8,8,16,8,2,1,2,1,0,0,0,260.77,259.17,258.84,259.12,1037.9,iahu
97628,64,64,32,8,8,16,8,2,1,2,1,1,0,0,266.99,265.39,265.51,265.36,1063.25,tnao
97631,64,64,32,8,8,16,8,2,1,2,1,1,1,1,245.79,247.15,250.58,249.48,993.0,biaq
97647,64,64,32,8,8,16,8,2,1,4,1,1,1,1,239.65,240.8,239.91,240.58,960.94,arjn
97652,64,64,32,8,8,16,8,2,1,8,0,1,0,0,261.35,260.84,261.23,261.26,1044.68,amzd
97659,64,64,32,8,8,16,8,2,1,8,1,0,1,1,192.05,192.0,193.3,193.1,770.45,eanf
97672,64,64,32,8,8,16,8,2,2,1,1,0,0,0,314.82,313.86,313.47,313.59,1255.74,ooaf
97673,64,64,32,8,8,16,8,2,2,1,1,0,0,1,177.63,176.47,176.23,176.64,706.97,duam
97681,64,64,32,8,8,16,8,2,2,2,0,0,0,1,197.86,195.76,195.9,196.07,785.5899999999999,caaz
97701,64,64,32,8,8,16,8,2,2,4,0,1,0,1,225.56,222.94,222.41,223.7,894.6099999999999,dbay
97706,64,64,32,8,8,16,8,2,2,4,1,0,1,0,280.83,283.19,282.66,282.98,1129.66,rzac
97715,64,64,32,8,8,16,8,2,2,8,0,0,1,1,189.42,189.13,186.79,188.65,753.9899999999999,xyna
97716,64,64,32,8,8,16,8,2,2,8,0,1,0,0,285.11,281.35,282.03,281.73,1130.22,hfai
97719,64,64,32,8,8,16,8,2,2,8,0,1,1,1,188.89,188.59,185.31,189.1,751.89,vqau
97721,64,64,32,8,8,16,8,2,2,8,1,0,0,1,217.24,217.21,218.21,218.7,871.3600000000001,ckza
97725,64,64,32,8,8,16,8,2,2,8,1,1,0,1,217.13,218.23,217.25,217.78,870.39,uoat
97726,64,64,32,8,8,16,8,2,2,8,1,1,1,0,190.24,191.94,191.82,192.02,766.02,ayln
97737,64,64,32,8,8,16,8,2,4,1,1,0,0,1,191.12,190.25,190.09,189.51,760.97,aers
97739,64,64,32,8,8,16,8,2,4,1,1,0,1,1,200.78,201.26,201.88,202.62,806.54,caga
97748,64,64,32,8,8,16,8,2,4,2,0,1,0,0,298.59,295.98,296.32,296.21,1187.1,axso
97749,64,64,32,8,8,16,8,2,4,2,0,1,0,1,269.54,266.3,266.7,267.06,1069.6,assz
97754,64,64,32,8,8,16,8,2,4,2,1,0,1,0,263.0,262.75,263.22,262.95,1051.92,atee
97756,64,64,32,8,8,16,8,2,4,2,1,1,0,0,296.86,295.36,295.38,295.31,1182.91,avlb
97763,64,64,32,8,8,16,8,2,4,4,0,0,1,1,264.18,263.41,262.95,265.94,1056.48,kifa
97766,64,64,32,8,8,16,8,2,4,4,0,1,1,0,166.41,166.35,166.2,166.12,665.0799999999999,wfan
97767,64,64,32,8,8,16,8,2,4,4,0,1,1,1,276.01,273.44,272.82,274.7,1096.97,xeax
97771,64,64,32,8,8,16,8,2,4,4,1,0,1,1,222.42,222.75,222.4,222.34,889.91,cdca
97775,64,64,32,8,8,16,8,2,4,4,1,1,1,1,260.94,262.28,264.26,262.1,1049.58,hqai
97780,64,64,32,8,8,16,8,2,4,8,0,1,0,0,342.58,342.49,342.45,342.95,1370.47,asqy
97790,64,64,32,8,8,16,8,2,4,8,1,1,1,0,218.95,219.59,219.9,220.34,878.78,sgxa
97794,64,64,32,8,8,16,8,8,1,1,0,0,1,0,183.59,183.53,183.61,183.47,734.2,vpac
97800,64,64,32,8,8,16,8,8,1,1,1,0,0,0,261.21,260.86,261.54,260.47,1044.08,sarz
97808,64,64,32,8,8,16,8,8,1,2,0,0,0,0,259.9,259.83,259.98,260.26,1039.97,mawx
97811,64,64,32,8,8,16,8,8,1,2,0,0,1,1,206.06,200.04,207.2,205.76,819.06,teqa
97825,64,64,32,8,8,16,8,8,1,4,0,0,0,1,205.85,205.73,207.51,205.84,824.93,upax
97830,64,64,32,8,8,16,8,8,1,4,0,1,1,0,187.7,187.57,187.63,187.66,750.56,vjao
97853,64,64,32,8,8,16,8,8,1,8,1,1,0,1,207.37,205.57,206.05,207.26,826.25,feat
97854,64,64,32,8,8,16,8,8,1,8,1,1,1,0,181.25,181.49,180.35,181.21,724.3000000000001,xatf
97860,64,64,32,8,8,16,8,8,2,1,0,1,0,0,280.49,279.85,280.45,280.18,1120.97,qahe
97876,64,64,32,8,8,16,8,8,2,2,0,1,0,0,292.55,291.85,291.82,291.62,1167.8400000000001,dbna
97895,64,64,32,8,8,16,8,8,2,4,0,1,1,1,197.59,197.03,197.18,196.63,788.43,adkd
97897,64,64,32,8,8,16,8,8,2,4,1,0,0,1,175.68,175.76,175.65,175.55,702.6400000000001,gaig
97907,64,64,32,8,8,16,8,8,2,8,0,0,1,1,181.06,180.23,181.18,180.46,722.9300000000001,awgn
97917,64,64,32,8,8,16,8,8,2,8,1,1,0,1,170.55,170.35,170.57,170.47,681.9399999999999,card
97930,64,64,32,8,8,16,8,8,4,1,1,0,1,0,175.21,176.02,176.01,174.78,702.02,aung
97936,64,64,32,8,8,16,8,8,4,2,0,0,0,0,286.41,286.3,286.27,285.98,1144.96,geat
97937,64,64,32,8,8,16,8,8,4,2,0,0,0,1,165.94,165.05,165.18,165.55,661.72,nxaz
97938,64,64,32,8,8,16,8,8,4,2,0,0,1,0,190.05,187.22,187.08,188.28,752.63,wpva
97942,64,64,32,8,8,16,8,8,4,2,0,1,1,0,183.42,184.05,183.86,183.49,734.82,gsah
97948,64,64,32,8,8,16,8,8,4,2,1,1,0,0,292.94,293.1,293.36,292.98,1172.38,farw
97951,64,64,32,8,8,16,8,8,4,2,1,1,1,1,205.71,204.44,206.99,206.69,823.8299999999999,ndja
97954,64,64,32,8,8,16,8,8,4,4,0,0,1,0,158.78,158.32,158.57,158.34,634.01,lzia
97955,64,64,32,8,8,16,8,8,4,4,0,0,1,1,209.22,209.42,209.85,209.67,838.16,rfau
97958,64,64,32,8,8,16,8,8,4,4,0,1,1,0,160.16,160.21,160.14,160.27,640.78,tzsa
97964,64,64,32,8,8,16,8,8,4,4,1,1,0,0,305.8,305.34,305.13,305.41,1221.68,leag
97972,64,64,32,8,8,16,8,8,4,8,0,1,0,0,281.63,280.21,280.21,280.66,1122.71,ydga
97984,64,64,32,8,8,16,16,2,1,1,0,0,0,0,252.93,251.32,250.74,250.97,1005.96,jmja
97996,64,64,32,8,8,16,16,2,1,1,1,1,0,0,276.66,274.96,274.42,274.99,1101.03,suax
97998,64,64,32,8,8,16,16,2,1,1,1,1,1,0,177.69,177.61,177.55,177.93,710.78,iaah
98000,64,64,32,8,8,16,16,2,1,2,0,0,0,0,245.58,244.2,243.97,244.21,977.96,dyqa
98001,64,64,32,8,8,16,16,2,1,2,0,0,0,1,160.92,161.33,161.51,161.37,645.13,rapw
98005,64,64,32,8,8,16,16,2,1,2,0,1,0,1,195.68,196.98,197.05,197.0,786.71,lanb
98010,64,64,32,8,8,16,16,2,1,2,1,0,1,0,221.05,222.73,222.66,222.49,888.93,oaww
98037,64,64,32,8,8,16,16,2,2,1,0,1,0,1,221.04,219.45,220.03,218.59,879.11,waox
98049,64,64,32,8,8,16,16,2,2,2,0,0,0,1,194.7,193.67,192.47,193.84,774.6800000000001,hnaq
98059,64,64,32,8,8,16,16,2,2,2,1,0,1,1,202.92,202.87,202.71,204.41,812.91,ayfw
98060,64,64,32,8,8,16,16,2,2,2,1,1,0,0,311.15,308.39,308.42,308.27,1236.23,afua
98070,64,64,32,8,8,16,16,2,2,4,0,1,1,0,201.69,199.12,199.57,199.39,799.77,lakw
98074,64,64,32,8,8,16,16,2,2,4,1,0,1,0,281.8,282.87,284.27,283.32,1132.26,afcq
98078,64,64,32,8,8,16,16,2,2,4,1,1,1,0,284.36,285.56,286.77,285.91,1142.6000000000001,axkh
98085,64,64,32,8,8,16,16,2,4,1,0,1,0,1,240.15,239.17,239.38,240.12,958.82,raet
98087,64,64,32,8,8,16,16,2,4,1,0,1,1,1,206.95,207.47,208.23,208.52,831.17,fhxa
98090,64,64,32,8,8,16,16,2,4,1,1,0,1,0,242.48,240.97,240.96,240.8,965.21,qyay
98094,64,64,32,8,8,16,16,2,4,1,1,1,1,0,252.64,250.94,252.17,252.69,1008.44,cead
98099,64,64,32,8,8,16,16,2,4,2,0,0,1,1,259.6,260.52,260.16,259.44,1039.72,adll
98102,64,64,32,8,8,16,16,2,4,2,0,1,1,0,268.09,269.3,269.41,269.75,1076.55,vaiy
98119,64,64,32,8,8,16,16,2,4,4,0,1,1,1,276.23,274.56,275.26,274.05,1100.1,kham
98124,64,64,32,8,8,16,16,2,4,4,1,1,0,0,337.42,337.81,337.91,337.65,1350.79,gsha
98145,64,64,32,8,8,16,16,8,1,2,0,0,0,1,195.46,195.29,197.12,195.18,783.05,umza
98146,64,64,32,8,8,16,16,8,1,2,0,0,1,0,210.83,210.93,211.5,210.58,843.84,xsai
98147,64,64,32,8,8,16,16,8,1,2,0,0,1,1,202.9,196.17,201.93,202.67,803.67,sawz
98154,64,64,32,8,8,16,16,8,1,2,1,0,1,0,208.41,207.78,211.0,210.31,837.5,uzar
98157,64,64,32,8,8,16,16,8,1,2,1,1,0,1,204.49,204.43,203.55,204.72,817.19,caey
98169,64,64,32,8,8,16,16,8,1,4,1,0,0,1,214.74,213.86,212.42,213.95,854.97,aohv
98171,64,64,32,8,8,16,16,8,1,4,1,0,1,1,161.02,166.51,164.07,164.3,655.9,lpai
98175,64,64,32,8,8,16,16,8,1,4,1,1,1,1,199.97,200.95,198.31,200.81,800.04,gaav
98186,64,64,32,8,8,16,16,8,2,1,1,0,1,0,183.38,182.56,181.77,182.33,730.0400000000001,hxan
98201,64,64,32,8,8,16,16,8,2,2,1,0,0,1,185.63,187.18,187.13,187.19,747.1300000000001,nqra
98205,64,64,32,8,8,16,16,8,2,2,1,1,0,1,183.05,183.31,183.28,184.08,733.72,aclq
98234,64,64,32,8,8,16,16,8,4,1,1,0,1,0,174.88,175.4,174.69,175.27,700.24,mzan
98241,64,64,32,8,8,16,16,8,4,2,0,0,0,1,165.05,164.07,165.08,164.69,658.8900000000001,htao
98246,64,64,32,8,8,16,16,8,4,2,0,1,1,0,183.39,184.12,183.07,183.49,734.0699999999999,baep
98252,64,64,32,8,8,16,16,8,4,2,1,1,0,0,293.16,292.65,293.24,293.52,1172.57,ayod
98258,64,64,32,8,8,16,16,8,4,4,0,0,1,0,158.78,158.67,158.62,158.34,634.41,agqm
98276,64,64,32,8,8,16,32,2,1,1,0,1,0,0,269.06,266.36,265.61,265.99,1067.02,jazp
98277,64,64,32,8,8,16,32,2,1,1,0,1,0,1,169.55,169.26,168.77,168.85,676.4300000000001,bxja
98286,64,64,32,8,8,16,32,2,1,1,1,1,1,0,177.65,177.82,178.17,177.67,711.31,tahb
98290,64,64,32,8,8,16,32,2,1,2,0,0,1,0,201.27,201.49,201.7,201.55,806.01,ahyv
98293,64,64,32,8,8,16,32,2,1,2,0,1,0,1,194.17,194.63,195.08,195.27,779.15,axra
98312,64,64,32,8,8,16,32,2,2,1,1,0,0,0,314.26,314.14,313.76,314.05,1256.21,afom
98314,64,64,32,8,8,16,32,2,2,1,1,0,1,0,239.87,239.06,239.31,239.83,958.07,cavg
98316,64,64,32,8,8,16,32,2,2,1,1,1,0,0,328.23,330.39,329.38,328.91,1316.91,arrc
98328,64,64,32,8,8,16,32,2,2,2,1,0,0,0,303.43,300.86,300.7,300.86,1205.85,eada
98330,64,64,32,8,8,16,32,2,2,2,1,0,1,0,236.16,235.64,233.9,233.89,939.5899999999999,mzal
98341,64,64,32,8,8,16,32,2,4,1,0,1,0,1,239.17,237.29,236.91,237.32,950.69,yuxa
98348,64,64,32,8,8,16,32,2,4,1,1,1,0,0,392.77,391.5,392.18,392.0,1568.45,zqfa
98357,64,64,32,8,8,16,32,2,4,2,0,1,0,1,266.92,265.92,265.71,264.67,1063.22,xasp
98366,64,64,32,8,8,16,32,2,4,2,1,1,1,0,285.88,286.39,285.64,285.57,1143.48,znsa
98372,64,64,32,8,8,16,32,8,1,1,0,1,0,0,257.52,256.59,256.61,257.78,1028.5,uayf
98387,64,64,32,8,8,16,32,8,1,2,0,0,1,1,198.2,198.09,203.93,204.2,804.4200000000001,mpaj
98390,64,64,32,8,8,16,32,8,1,2,0,1,1,0,217.03,217.79,217.99,218.17,870.9799999999999,naub
98396,64,64,32,8,8,16,32,8,1,2,1,1,0,0,282.01,282.55,281.64,281.57,1127.77,gjat
98397,64,64,32,8,8,16,32,8,1,2,1,1,0,1,203.67,203.58,203.5,203.24,813.99,namp
98408,64,64,32,8,8,16,32,8,2,1,1,0,0,0,274.79,274.64,274.35,274.44,1098.22,uaik
98415,64,64,32,8,8,16,32,8,2,1,1,1,1,1,161.58,161.94,161.09,160.74,645.35,xjam
98418,64,64,32,8,8,16,32,8,2,2,0,0,1,0,197.77,197.86,197.28,197.24,790.15,mfaw
98424,64,64,32,8,8,16,32,8,2,2,1,0,0,0,290.12,289.5,289.78,289.49,1158.8899999999999,bnha
98432,64,64,32,8,8,16,32,8,4,1,0,0,0,0,266.65,266.06,266.33,266.31,1065.35,habl
98435,64,64,32,8,8,16,32,8,4,1,0,0,1,1,208.37,205.93,208.41,208.07,830.78,iath
98440,64,64,32,8,8,16,32,8,4,1,1,0,0,0,267.24,267.22,267.22,267.63,1069.31,vhaj
98453,64,64,32,8,8,16,32,8,4,2,0,1,0,1,181.14,182.58,182.85,182.21,728.7800000000001,amop
98461,64,64,32,8,8,16,32,8,4,2,1,1,0,1,186.19,187.16,187.91,187.65,748.91,cdas
98478,64,64,32,8,8,32,8,2,1,1,1,1,1,0,176.38,176.87,177.08,176.96,707.2900000000001,azks
98481,64,64,32,8,8,32,8,2,1,2,0,0,0,1,162.94,162.48,162.54,162.57,650.53,zkav
98488,64,64,32,8,8,32,8,2,1,2,1,0,0,0,260.3,259.13,258.56,259.27,1037.26,ieaa
98500,64,64,32,8,8,32,8,2,1,4,0,1,0,0,263.24,261.38,261.25,261.4,1047.27,datj
98506,64,64,32,8,8,32,8,2,1,4,1,0,1,0,224.38,223.56,223.35,223.73,895.02,jfxa
